component_id,batch_id,batch_id_was_missing,property_name,property_unit,property_value,property_value_numeric,is_numeric_property_value
Базовое_масло_7,094.22 (D-2022-0022),False,"Динамическая вязкость CCS -20°C, ASTM D5293",мПа*с,12582,12582.0,True
Базовое_масло_7,094.22 (D-2022-0022),False,"Индекс вязкости, ГОСТ 25371",–,90,90.0,True
Базовое_масло_7,094.22 (D-2022-0022),False,"Испаряемость по NOACK, ASTM D5800",%,5.6,5.6,True
Базовое_масло_7,094.22 (D-2022-0022),False,"Кинематическая вязкость, при 100°C, ASTM D445",мм²/с,9.39,9.39,True
Базовое_масло_7,094.22 (D-2022-0022),False,"Кинематическая вязкость, при 40°C, ASTM D445",мм²/с,81.32,81.32,True
Базовое_масло_7,094.22 (D-2022-0022),False,"Массовая доля кальция, ASTM D6481",% масс,0.00008,8e-05,True
Базовое_масло_7,094.22 (D-2022-0022),False,"Массовая доля серы, ASTM D6481",% масс,0.081,0.081,True
Базовое_масло_7,094.22 (D-2022-0022),False,"Массовая доля фосфора, ASTM D6481",% масс,0.00003,3e-05,True
Базовое_масло_7,094.22 (D-2022-0022),False,"Массовая доля цинка, ASTM D6481",% масс,0.00001,1e-05,True
Базовое_масло_7,094.22 (D-2022-0022),False,Последовательность 1 | ASTM D892,см³,0,0.0,True
Базовое_масло_7,094.22 (D-2022-0022),False,Последовательность 2 | ASTM D892,см³,0,0.0,True
Базовое_масло_7,094.22 (D-2022-0022),False,Последовательность 3 | ASTM D892,см³,0,0.0,True
Базовое_масло_7,094.22 (D-2022-0022),False,"Температура застывания, ГОСТ 20287, метод Б",°C,-21,-21.0,True
Базовое_масло_7,095.25,False,"Динамическая вязкость CCS -15°C, ASTM D5293",мПа*с,5600,5600.0,True
Базовое_масло_7,095.25,False,"Динамическая вязкость CCS -20°C, ASTM D5293",мПа*с,11925,11925.0,True
Базовое_масло_7,095.25,False,"Динамическая вязкость CCS -25°C, ASTM D5293",мПа*с,20000,20000.0,True
Базовое_масло_7,095.25,False,"Кинематическая вязкость, при 100°C, ASTM D445",мм²/с,9.13,9.13,True
Базовое_масло_7,095.25,False,"Кинематическая вязкость, при 40°C, ASTM D445",мм²/с,76.92,76.92,True
Базовое_масло_7,typical,False,Группа по API,,1,1.0,True
Базовое_масло_7,typical,False,"Индекс вязкости, ГОСТ 25371",-,91.0,91.0,True
Базовое_масло_7,typical,False,"Испаряемость по NOACK, ASTM D5800",% масс,8.0,8.0,True
Базовое_масло_7,typical,False,Происхождение,,минеральное,,False
Базовое_масло_7,typical,False,"Содержание серы, мг/кг",,<3000,,False
Базовое_масло_7,typical,False,"Температура застывания, ГОСТ 20287, метод Б",°C,-15.0,-15.0,True
Базовое_масло_8,01208.25 для SL,False,"Кинематическая вязкость, при 100°C, ASTM D445",мм²/с,4.51,4.51,True
Базовое_масло_8,typical,False,Группа по API,,2,2.0,True
Базовое_масло_8,typical,False,"Индекс вязкости, ГОСТ 25371",-,105.0,105.0,True
Базовое_масло_8,typical,False,"Испаряемость по NOACK, ASTM D5800",% масс,15.0,15.0,True
Базовое_масло_8,typical,False,"Кинематическая вязкость, при 40°C, ASTM D445",мм²/с,21.26,21.26,True
Базовое_масло_8,typical,False,Происхождение,,гидрокрекинг,,False
Базовое_масло_8,typical,False,Содержание насыщ. у/в,,>95,,False
Базовое_масло_8,typical,False,"Содержание серы, мг/кг",,<10,,False
Базовое_масло_8,typical,False,"Температура застывания, ГОСТ 20287, метод Б",°C,-25.0,-25.0,True
Базовое_масло_9,0768.24,False,Деаэрация | ASTM D3427,мин,2.5,2.5,True
Базовое_масло_9,0768.24,False,"Динамическая вязкость CCS -15°C, ASTM D5293",мПа*с,1325,1325.0,True
Базовое_масло_9,0768.24,False,"Динамическая вязкость CCS -20°C, ASTM D5293",мПа*с,2226,2226.0,True
Базовое_масло_9,0768.24,False,"Динамическая вязкость CCS -25°C, ASTM D5293",мПа*с,3936,3936.0,True
Базовое_масло_9,0768.24,False,"Динамическая вязкость CCS -30°C, ASTM D5293",мПа*с,7364,7364.0,True
Базовое_масло_9,0768.24,False,"Индекс вязкости, ГОСТ 25371",–,117,117.0,True
Базовое_масло_9,0768.24,False,"Кинематическая вязкость, при 100°C, ASTM D445",мм²/с,6.55,6.55,True
Базовое_масло_9,0768.24,False,"Кинематическая вязкость, при 40°C, ASTM D445",мм²/с,40.37,40.37,True
Базовое_масло_9,0768.24,False,"Массовая доля кальция, ASTM D6481",% масс,0.00068,0.00068,True
Базовое_масло_9,0768.24,False,"Массовая доля серы, ASTM D6481",% масс,0.00106,0.00106,True
Базовое_масло_9,0768.24,False,"Массовая доля фосфора, ASTM D6481",% масс,0.00015,0.00015,True
Базовое_масло_9,0768.24,False,"Массовая доля цинка, ASTM D6481",% масс,0.00018,0.00018,True
Базовое_масло_9,0768.24,False,"Плотность при 15°С, ASTM D4052",кг/м³,801.3,801.3,True
Базовое_масло_9,0768.24,False,"Плотность при 20°С, ASTM D4052",кг/м³,797.7,797.7,True
Базовое_масло_9,0768.24,False,Последовательность 1 | ASTM D892,см³,0,0.0,True
Базовое_масло_9,0768.24,False,Последовательность 2 | ASTM D892,см³,0,0.0,True
Базовое_масло_9,0768.24,False,Последовательность 3 | ASTM D892,см³,0,0.0,True
Базовое_масло_9,0768.24,False,"Температура застывания, ГОСТ 20287, метод Б",°C,-25,-25.0,True
Базовое_масло_9,0768.24,False,Температура проведения теста | -,°C,50,50.0,True
Базовое_масло_9,0862.25,False,"Динамическая вязкость CCS -30°C, ASTM D5293",мПа*с,5986,5986.0,True
Базовое_масло_9,0862.25,False,"Кинематическая вязкость, при 100°C, ASTM D445",мм²/с,6.27,6.27,True
Базовое_масло_9,091.25,False,"Динамическая вязкость CCS -20°C, ASTM D5293",мПа*с,1869,1869.0,True
Базовое_масло_9,091.25,False,"Динамическая вязкость CCS -25°C, ASTM D5293",мПа*с,3226,3226.0,True
Базовое_масло_9,091.25,False,"Динамическая вязкость CCS -30°C, ASTM D5293",мПа*с,5929,5929.0,True
Базовое_масло_9,091.25,False,"Динамическая вязкость CCS -35°C, ASTM D5293",мПа*с,11706,11706.0,True
Базовое_масло_9,091.25,False,"Кинематическая вязкость, при 100°C, ASTM D445",мм²/с,6.18,6.18,True
Базовое_масло_9,091.25,False,"Кинематическая вязкость, при 40°C, ASTM D445",мм²/с,36.15,36.15,True
Базовое_масло_9,typical,False,Группа по API,,2,2.0,True
Базовое_масло_9,typical,False,"Индекс вязкости, ГОСТ 25371",-,119.0,119.0,True
Базовое_масло_9,typical,False,"Испаряемость по NOACK, ASTM D5800",% масс,7.0,7.0,True
Базовое_масло_9,typical,False,"Кинематическая вязкость, при 40°C, ASTM D445",мм²/с,36.3,36.3,True
Базовое_масло_9,typical,False,Происхождение,,гидрокрекинг,,False
Базовое_масло_9,typical,False,Содержание насыщ. у/в,,>95,,False
Базовое_масло_9,typical,False,"Содержание серы, мг/кг",,<10,,False
Базовое_масло_9,typical,False,"Температура застывания, ГОСТ 20287, метод Б",°C,-19.0,-19.0,True
Депрессорная_присадка_1,017.24,False,"Кинематическая вязкость, при 100°C, ASTM D445",мм²/с,362.35,362.35,True
Депрессорная_присадка_1,0800.24,False,"Кинематическая вязкость, при 100°C, ASTM D445",мм²/с,305.4,305.4,True
Депрессорная_присадка_1,0862.24,False,"Кинематическая вязкость, при 100°C, ASTM D445",мм²/с,315.1,315.1,True
Депрессорная_присадка_1,0862.24,False,"Кинематическая вязкость, при 40°C, ASTM D445",мм²/с,1828,1828.0,True
Депрессорная_присадка_1,13348.22,False,"Кинематическая вязкость, при 100°C, ASTM D445",мм²/с,172.4,172.4,True
Депрессорная_присадка_1,9518.22,False,"Кинематическая вязкость, при 100°C, ASTM D445",мм²/с,213.5,213.5,True
Депрессорная_присадка_1,DPM 131 из ЦП,False,"Кинематическая вязкость, при 100°C, ASTM D445",мм²/с,414,414.0,True
Депрессорная_присадка_1,DPM 189,False,"Кинематическая вязкость, при 100°C, ASTM D445",мм²/с,341.1,341.1,True
Депрессорная_присадка_1,DPM 265 от 12.08.202,False,"Плотность при 15°С, ASTM D4052",кг/м³,885.5,885.5,True
Депрессорная_присадка_1,DPM 265 от 12.08.202,False,"Плотность при 20°С, ASTM D4052",кг/м³,882.2,882.2,True
Депрессорная_присадка_2,121256,False,"Кинематическая вязкость, при 100°C, ASTM D445",мм²/с,300,300.0,True
Депрессорная_присадка_2,5508.24 п.9,False,"Кинематическая вязкость, при 100°C, ASTM D445",мм²/с,324,324.0,True
Депрессорная_присадка_2,п.12,False,"Кинематическая вязкость, при 100°C, ASTM D445",мм²/с,300,300.0,True
Депрессорная_присадка_2,п.12,False,"Кинематическая вязкость, при 40°C, ASTM D445",мм²/с,2288.31,2288.31,True
Депрессорная_присадка_2,п.14 (2023г),False,"Кинематическая вязкость, при 100°C, ASTM D445",мм²/с,350,350.0,True
Депрессорная_присадка_2,п.14 (2023г),False,"Кинематическая вязкость, при 40°C, ASTM D445",мм²/с,3299,3299.0,True
Депрессорная_присадка_2,п.35,False,"Кинематическая вязкость, при 100°C, ASTM D445",мм²/с,400,400.0,True
Депрессорная_присадка_2,п.60 от 12.01.2023,False,"Кинематическая вязкость, при 100°C, ASTM D445",мм²/с,300,300.0,True
Депрессорная_присадка_2,п.60 от 12.01.2023,False,"Кинематическая вязкость, при 40°C, ASTM D445",мм²/с,3105.3,3105.3,True
Депрессорная_присадка_3,0246.22,False,"Кинематическая вязкость, при 100°C, ASTM D445",мм²/с,113.83,113.83,True
Депрессорная_присадка_3,0246.22,False,"Кинематическая вязкость, при 40°C, ASTM D445",мм²/с,846.19,846.19,True
Депрессорная_присадка_3,28446.22,False,"Кинематическая вязкость, при 100°C, ASTM D445",мм²/с,110.2,110.2,True
